frame,timestamp,dt,ship_centerx,ship_centery,ship_angle,moving_right,moving_left,moving_up,moving_down,bullets_count,aliens_count,cargoes_count,alien_bullets_count,hearts_count,shields_count,mouse_x,mouse_y,mouse_buttons,score,ships_left,current_region_index,region_name
7135,2025-10-06T21:21:30.335898,0.008,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7143,2025-10-06T21:21:30.344453,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7152,2025-10-06T21:21:30.352985,0.008,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7160,2025-10-06T21:21:30.361322,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7169,2025-10-06T21:21:30.370436,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7178,2025-10-06T21:21:30.378636,0.008,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7186,2025-10-06T21:21:30.387160,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7195,2025-10-06T21:21:30.396167,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7205,2025-10-06T21:21:30.405742,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7213,2025-10-06T21:21:30.413910,0.008,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7221,2025-10-06T21:21:30.422186,0.008,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7229,2025-10-06T21:21:30.430171,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7239,2025-10-06T21:21:30.440486,0.01,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7248,2025-10-06T21:21:30.449169,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7258,2025-10-06T21:21:30.459042,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7266,2025-10-06T21:21:30.467221,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7275,2025-10-06T21:21:30.475759,0.008,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7283,2025-10-06T21:21:30.483989,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7291,2025-10-06T21:21:30.492305,0.008,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7300,2025-10-06T21:21:30.501050,0.008,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7308,2025-10-06T21:21:30.508987,0.008,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7316,2025-10-06T21:21:30.517185,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
7325,2025-10-06T21:21:30.526255,0.009,600.0,672.0,-0.07541227280096435,False,False,False,False,0,0,0,0,0,0,617,447,"[false, false, false]",0,2,0,Starfield Stage - 1
