frame,timestamp,dt,ship_centerx,ship_centery,ship_angle,moving_right,moving_left,moving_up,moving_down,bullets_count,aliens_count,cargoes_count,alien_bullets_count,hearts_count,shields_count,mouse_x,mouse_y,mouse_buttons,score,ships_left,current_region_index,region_name
17378,2025-10-08T23:02:15.766084,0.009,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17386,2025-10-08T23:02:15.774369,0.008,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17394,2025-10-08T23:02:15.782343,0.009,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17403,2025-10-08T23:02:15.791029,0.008,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17411,2025-10-08T23:02:15.799006,0.008,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17419,2025-10-08T23:02:15.807300,0.008,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17426,2025-10-08T23:02:15.814476,0.008,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17436,2025-10-08T23:02:15.824167,0.009,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17444,2025-10-08T23:02:15.832609,0.009,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17453,2025-10-08T23:02:15.841117,0.008,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17461,2025-10-08T23:02:15.849229,0.008,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17469,2025-10-08T23:02:15.857048,0.008,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17477,2025-10-08T23:02:15.865516,0.009,600.0,672.0,0.028125573754635824,False,False,False,False,0,0,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17487,2025-10-08T23:02:15.874950,0.009,600.0,672.0,0.028125573754635824,False,False,False,False,0,1,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
17495,2025-10-08T23:02:15.882844,0.008,600.0,672.0,0.028125573754635824,False,False,False,False,0,1,0,0,0,0,589,281,"[false, false, false]",0,2,0,Starfield Stage - 1
