frame,timestamp,dt,ship_centerx,ship_centery,ship_angle,moving_right,moving_left,moving_up,moving_down,bullets_count,aliens_count,cargoes_count,alien_bullets_count,hearts_count,shields_count,mouse_x,mouse_y,mouse_buttons,score,ships_left,current_region_index,region_name
5964,2025-10-10T11:09:09.121486,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
5971,2025-10-10T11:09:09.127992,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
5979,2025-10-10T11:09:09.136136,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
5988,2025-10-10T11:09:09.144759,0.009,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
5996,2025-10-10T11:09:09.152805,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6004,2025-10-10T11:09:09.161228,0.009,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6013,2025-10-10T11:09:09.169905,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6021,2025-10-10T11:09:09.177906,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6029,2025-10-10T11:09:09.186229,0.009,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6038,2025-10-10T11:09:09.195249,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6046,2025-10-10T11:09:09.203637,0.009,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6055,2025-10-10T11:09:09.211763,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6063,2025-10-10T11:09:09.220005,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6071,2025-10-10T11:09:09.228195,0.009,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6080,2025-10-10T11:09:09.236717,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6088,2025-10-10T11:09:09.244907,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6096,2025-10-10T11:09:09.253090,0.008,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
6104,2025-10-10T11:09:09.261328,0.009,600.0,672.0,0.01973427992160925,False,False,False,False,0,0,0,0,0,0,594,368,"[false, false, false]",0,2,0,Starfield Stage - 1
