frame,timestamp,dt,ship_centerx,ship_centery,ship_angle,moving_right,moving_left,moving_up,moving_down,bullets_count,aliens_count,cargoes_count,alien_bullets_count,hearts_count,shields_count,mouse_x,mouse_y,mouse_buttons,score,ships_left,current_region_index,region_name
0,2025-09-30T16:02:53.932452,0,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,656,600,"[false, false, false]",0,2,0,Starfield Stage - 1
1,2025-09-30T16:02:54.095811,15,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
2,2025-09-30T16:02:54.097878,164,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
3,2025-09-30T16:02:54.106952,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
4,2025-09-30T16:02:54.115870,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
5,2025-09-30T16:02:54.124857,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
6,2025-09-30T16:02:54.133585,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
7,2025-09-30T16:02:54.205078,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
8,2025-09-30T16:02:54.206928,65,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
9,2025-09-30T16:02:54.216333,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
10,2025-09-30T16:02:54.225186,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
11,2025-09-30T16:02:54.234250,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
12,2025-09-30T16:02:54.241841,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
13,2025-09-30T16:02:54.250632,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
14,2025-09-30T16:02:54.258738,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
15,2025-09-30T16:02:54.267700,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
16,2025-09-30T16:02:54.276502,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
17,2025-09-30T16:02:54.284002,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
18,2025-09-30T16:02:54.292737,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
19,2025-09-30T16:02:54.302463,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
20,2025-09-30T16:02:54.310553,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
21,2025-09-30T16:02:54.319450,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
22,2025-09-30T16:02:54.326993,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
23,2025-09-30T16:02:54.334908,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,1111,799,"[false, false, false]",0,2,0,Starfield Stage - 1
