frame,timestamp,dt,ship_centerx,ship_centery,ship_angle,moving_right,moving_left,moving_up,moving_down,bullets_count,aliens_count,cargoes_count,alien_bullets_count,hearts_count,shields_count,mouse_x,mouse_y,mouse_buttons,score,ships_left,current_region_index,region_name
15326,2025-10-10T10:49:51.735617,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15334,2025-10-10T10:49:51.743620,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15343,2025-10-10T10:49:51.752730,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15352,2025-10-10T10:49:51.762029,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15360,2025-10-10T10:49:51.769996,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15369,2025-10-10T10:49:51.778922,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15378,2025-10-10T10:49:51.787180,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15386,2025-10-10T10:49:51.795073,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15394,2025-10-10T10:49:51.803600,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15403,2025-10-10T10:49:51.812662,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15413,2025-10-10T10:49:51.822126,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15421,2025-10-10T10:49:51.830842,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15430,2025-10-10T10:49:51.839712,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15440,2025-10-10T10:49:51.849341,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15449,2025-10-10T10:49:51.858184,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15457,2025-10-10T10:49:51.866984,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15466,2025-10-10T10:49:51.875115,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15474,2025-10-10T10:49:51.883556,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15482,2025-10-10T10:49:51.892021,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15491,2025-10-10T10:49:51.900216,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15499,2025-10-10T10:49:51.909006,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15506,2025-10-10T10:49:51.915829,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15516,2025-10-10T10:49:51.925164,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15524,2025-10-10T10:49:51.933740,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15532,2025-10-10T10:49:51.942011,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,0,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15541,2025-10-10T10:49:51.950855,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15550,2025-10-10T10:49:51.959683,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15559,2025-10-10T10:49:51.968810,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15568,2025-10-10T10:49:51.978039,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15578,2025-10-10T10:49:51.987084,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15586,2025-10-10T10:49:51.995687,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15596,2025-10-10T10:49:52.005082,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15604,2025-10-10T10:49:52.013596,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15612,2025-10-10T10:49:52.021854,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15621,2025-10-10T10:49:52.030734,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15630,2025-10-10T10:49:52.039961,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15639,2025-10-10T10:49:52.048481,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15647,2025-10-10T10:49:52.056960,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15656,2025-10-10T10:49:52.065672,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15664,2025-10-10T10:49:52.073984,0.009,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15672,2025-10-10T10:49:52.082006,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15681,2025-10-10T10:49:52.090576,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15690,2025-10-10T10:49:52.099262,0.008,600.0,672.0,0.009851897995001146,False,False,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15697,2025-10-10T10:49:52.106295,0.008,597.5,672.0,0.0036945644706661957,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15705,2025-10-10T10:49:52.115015,0.009,595.0,672.0,-0.0024630492063925724,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15714,2025-10-10T10:49:52.123873,0.009,592.5,672.0,-0.008620476112136321,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15724,2025-10-10T10:49:52.133138,0.009,590.0,672.0,-0.014777249407492298,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15732,2025-10-10T10:49:52.141151,0.008,587.5,672.0,-0.020932902550667605,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15740,2025-10-10T10:49:52.149980,0.008,585.0,672.0,-0.02708696950912503,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15748,2025-10-10T10:49:52.157575,0.008,582.5,672.0,-0.03323898497098037,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15756,2025-10-10T10:49:52.165599,0.008,580.0,672.0,-0.03938848455558181,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15764,2025-10-10T10:49:52.173911,0.009,577.5,672.0,-0.04553500502303382,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15774,2025-10-10T10:49:52.183059,0.009,575.0,672.0,-0.05167808448243,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15783,2025-10-10T10:49:52.192203,0.009,572.5,672.0,-0.05781726259856237,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15792,2025-10-10T10:49:52.201257,0.009,570.0,672.0,-0.06395208079687746,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
15800,2025-10-10T10:49:52.209466,0.008,567.5,672.0,-0.07008208246645349,False,True,False,False,0,1,0,0,0,0,596,266,"[false, false, false]",0,2,0,Starfield Stage - 1
