frame,timestamp,dt,ship_centerx,ship_centery,ship_angle,moving_right,moving_left,moving_up,moving_down,bullets_count,aliens_count,cargoes_count,alien_bullets_count,hearts_count,shields_count,mouse_x,mouse_y,mouse_buttons,score,ships_left,current_region_index,region_name
0,2025-10-02T20:30:14.078947,0,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,663,513,"[false, false, false]",0,2,0,Starfield Stage - 1
1,2025-10-02T20:30:14.080613,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,499,450,"[false, false, false]",0,2,0,Starfield Stage - 1
2,2025-10-02T20:30:14.090798,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,503,445,"[false, false, false]",0,2,0,Starfield Stage - 1
3,2025-10-02T20:30:14.098483,8,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,509,440,"[false, false, false]",0,2,0,Starfield Stage - 1
4,2025-10-02T20:30:14.106315,8,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,514,435,"[false, false, false]",0,2,0,Starfield Stage - 1
5,2025-10-02T20:30:14.115846,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,522,430,"[false, false, false]",0,2,0,Starfield Stage - 1
6,2025-10-02T20:30:14.125519,8,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,529,425,"[false, false, false]",0,2,0,Starfield Stage - 1
7,2025-10-02T20:30:14.132647,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,535,420,"[false, false, false]",0,2,0,Starfield Stage - 1
8,2025-10-02T20:30:14.141716,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,543,416,"[false, false, false]",0,2,0,Starfield Stage - 1
9,2025-10-02T20:30:14.151989,8,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,548,413,"[false, false, false]",0,2,0,Starfield Stage - 1
10,2025-10-02T20:30:14.157099,8,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,553,412,"[false, false, false]",0,2,0,Starfield Stage - 1
11,2025-10-02T20:30:14.164994,8,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,557,411,"[false, false, false]",0,2,0,Starfield Stage - 1
12,2025-10-02T20:30:14.173653,8,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,561,411,"[false, false, false]",0,2,0,Starfield Stage - 1
13,2025-10-02T20:30:14.183545,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,566,411,"[false, false, false]",0,2,0,Starfield Stage - 1
14,2025-10-02T20:30:14.191595,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,570,414,"[false, false, false]",0,2,0,Starfield Stage - 1
15,2025-10-02T20:30:14.207025,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,576,417,"[false, false, false]",0,2,0,Starfield Stage - 1
16,2025-10-02T20:30:14.209221,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,588,429,"[false, false, false]",0,2,0,Starfield Stage - 1
17,2025-10-02T20:30:14.218043,9,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,593,436,"[false, false, false]",0,2,0,Starfield Stage - 1
18,2025-10-02T20:30:14.225925,8,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,597,444,"[false, false, false]",0,2,0,Starfield Stage - 1
19,2025-10-02T20:30:14.234885,8,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,600,452,"[false, false, false]",0,2,0,Starfield Stage - 1
