frame,timestamp,dt,ship_centerx,ship_centery,ship_angle,moving_right,moving_left,moving_up,moving_down,bullets_count,aliens_count,cargoes_count,alien_bullets_count,hearts_count,shields_count,mouse_x,mouse_y,mouse_buttons,score,ships_left,current_region_index,region_name
4967,2025-10-07T19:06:37.625092,0.008,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
4974,2025-10-07T19:06:37.632719,0.008,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
4983,2025-10-07T19:06:37.640961,0.009,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
4991,2025-10-07T19:06:37.649108,0.008,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
4999,2025-10-07T19:06:37.657634,0.008,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
5007,2025-10-07T19:06:37.665055,0.008,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
5016,2025-10-07T19:06:37.674065,0.009,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
5024,2025-10-07T19:06:37.682372,0.009,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
5033,2025-10-07T19:06:37.691410,0.008,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
5041,2025-10-07T19:06:37.699244,0.008,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
5049,2025-10-07T19:06:37.707251,0.008,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
5058,2025-10-07T19:06:37.716215,0.009,600.0,672.0,-0.3064845648498623,False,False,False,False,0,0,0,0,0,0,625,593,"[false, false, false]",0,2,0,Starfield Stage - 1
