frame,timestamp,dt,ship_centerx,ship_centery,ship_angle,moving_right,moving_left,moving_up,moving_down,bullets_count,aliens_count,cargoes_count,alien_bullets_count,hearts_count,shields_count,mouse_x,mouse_y,mouse_buttons,score,ships_left,current_region_index,region_name
0,2025-09-30T15:39:53.587486,0,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
1,2025-09-30T15:39:53.757067,17,600.0,672.0,0.0,False,False,False,False,0,0,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
2,2025-09-30T15:39:53.758869,170,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
3,2025-09-30T15:39:53.768530,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
4,2025-09-30T15:39:53.775826,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
5,2025-09-30T15:39:53.783776,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
6,2025-09-30T15:39:53.793430,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
7,2025-09-30T15:39:53.866864,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
8,2025-09-30T15:39:53.868764,69,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
9,2025-09-30T15:39:53.879209,10,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
10,2025-09-30T15:39:53.887955,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
11,2025-09-30T15:39:53.895684,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
12,2025-09-30T15:39:53.904676,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
13,2025-09-30T15:39:53.913657,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
14,2025-09-30T15:39:53.922050,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
15,2025-09-30T15:39:53.931226,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
16,2025-09-30T15:39:53.939343,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
17,2025-09-30T15:39:53.947199,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
18,2025-09-30T15:39:53.955446,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
19,2025-09-30T15:39:53.963404,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
20,2025-09-30T15:39:53.971769,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
21,2025-09-30T15:39:53.981454,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
22,2025-09-30T15:39:53.989553,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
23,2025-09-30T15:39:53.997960,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
24,2025-09-30T15:39:54.066692,8,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
25,2025-09-30T15:39:54.068492,62,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
26,2025-09-30T15:39:54.077257,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
27,2025-09-30T15:39:54.085773,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
28,2025-09-30T15:39:54.095438,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
29,2025-09-30T15:39:54.104286,9,600.0,672.0,0.0,False,False,False,False,0,1,0,0,0,0,0,0,"[false, false, false]",0,2,0,Starfield Stage - 1
