frame,timestamp,dt,ship_centerx,ship_centery,ship_angle,moving_right,moving_left,moving_up,moving_down,bullets_count,aliens_count,cargoes_count,alien_bullets_count,hearts_count,shields_count,mouse_x,mouse_y,mouse_buttons,score,ships_left,current_region_index,region_name
5026,2025-10-06T21:18:54.682463,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,0,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5032,2025-10-06T21:18:54.688357,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5041,2025-10-06T21:18:54.697440,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5049,2025-10-06T21:18:54.705646,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5059,2025-10-06T21:18:54.714944,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5068,2025-10-06T21:18:54.724218,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5076,2025-10-06T21:18:54.732846,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5084,2025-10-06T21:18:54.740897,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5093,2025-10-06T21:18:54.749405,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5101,2025-10-06T21:18:54.757331,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5109,2025-10-06T21:18:54.765727,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5117,2025-10-06T21:18:54.773499,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5126,2025-10-06T21:18:54.782629,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5135,2025-10-06T21:18:54.791700,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5143,2025-10-06T21:18:54.799757,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5152,2025-10-06T21:18:54.808268,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5160,2025-10-06T21:18:54.816740,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5169,2025-10-06T21:18:54.825781,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5178,2025-10-06T21:18:54.834690,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5187,2025-10-06T21:18:54.843387,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5194,2025-10-06T21:18:54.850721,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5202,2025-10-06T21:18:54.858870,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5211,2025-10-06T21:18:54.866996,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5219,2025-10-06T21:18:54.875513,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5228,2025-10-06T21:18:54.884446,0.008,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5237,2025-10-06T21:18:54.893032,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5245,2025-10-06T21:18:54.901640,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5255,2025-10-06T21:18:54.911379,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5263,2025-10-06T21:18:54.919702,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5273,2025-10-06T21:18:54.928986,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
5281,2025-10-06T21:18:54.937505,0.009,600.0,672.0,-0.3239876871298528,False,False,False,False,0,0,0,0,0,1,645,538,"[false, false, false]",0,2,0,Starfield Stage - 1
